gen_name,steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max
gen_1493_153_460_31,127191.25,131896.0,24376.12822142803,5762.0,143428.0,736.08,765.0,129.33496665635323,73.0,765.0,1477.9512998685182,1571.6497337418516,330.44480452283835,1.395717832894799,1665.8812001924182
gen_1493_153_460_32,125471.35,130932.5,25372.190681679418,5042.0,143076.0,728.15,765.0,131.18120101599925,65.0,765.0,1423.8347912697157,1568.6908061082377,393.63949520816743,1.1741511124895672,1631.192878759711
gen_1493_153_460_33,122970.08,129858.0,28206.52200952113,3140.0,143207.0,712.62,765.0,150.26268864891247,49.0,765.0,1331.993565450561,1568.358242533253,472.9969945158867,0.9885945465241275,1636.5732260575771
gen_1493_153_460_34,124354.99,131004.5,28854.374000312324,3475.0,144672.0,717.71,765.0,154.6042234222597,47.0,765.0,1382.4690538231378,1564.9667151589356,429.67549768521206,0.7446637962499659,1639.6484652802103
gen_1493_153_460_35,128821.54,131446.0,17223.84914496176,6936.0,145127.0,747.39,765.0,89.58960821434594,86.0,765.0,1490.8302170096802,1574.501320959219,297.4203538209926,1.7496449000265932,1637.9131472769873
gen_1493_153_460_36,128705.15,131671.5,21074.876419269935,4865.0,144552.0,740.67,765.0,109.51721828096255,65.0,765.0,1463.1292546880263,1572.1463694788638,330.2045894125162,1.2438636175860913,1638.4864767897502
gen_1493_153_460_37,128144.34,131072.0,19342.23490510856,4245.0,141117.0,737.99,765.0,105.48407415340006,58.0,765.0,1424.6613128296747,1568.0978177446873,373.4707333102395,1.0402182943589293,1638.2908027672818
gen_1493_153_460_38,124063.34,131943.0,30273.990617432646,3655.0,143042.0,716.61,765.0,157.81216017785195,48.0,765.0,1402.5777113367042,1561.1435610166286,439.79031294877353,0.8145829658986766,1677.7579039802913
gen_1493_153_460_39,130493.03,131532.0,13388.41931331328,6070.0,144444.0,751.22,765.0,71.2372907963238,78.0,765.0,1480.8260612077856,1568.8751667674142,279.50136146993583,1.5599675523199663,1641.7965127150992
gen_1493_153_460_40,127990.62,130737.0,19452.089516954216,3046.0,143448.0,743.6,765.0,100.98237469974647,44.0,765.0,1483.0131484933472,1576.0729530685453,318.8130700735736,0.7997786380795178,1662.8964546490845
gen_1493_153_460_41,126634.53,132206.0,24472.256691794893,3984.0,145650.0,729.44,765.0,130.26107016296157,51.0,765.0,1419.0267159199802,1560.396673869403,399.00868629132367,0.8597315710564591,1675.942546079283
gen_1493_153_460_42,123910.93,129935.5,26617.135353097263,2948.0,145009.0,723.66,765.0,138.9933969654674,46.0,765.0,1418.947757677457,1571.6783418703596,430.84863769007,0.8269347087266725,1646.172737498454
gen_1493_153_460_43,123235.95,130425.0,28462.72853904734,3672.0,141634.0,718.31,765.0,149.82574511745304,47.0,765.0,1402.6482289117992,1572.5638855924367,452.4066060825696,0.7733486855139464,1637.6705062587182
gen_1493_153_460_44,127414.19,131076.0,20284.80760209226,3364.0,145832.0,736.86,765.0,105.46705836421152,51.0,765.0,1428.994218360827,1567.193945135616,390.95802783628653,1.0124812871746087,1645.2906005603577
gen_1493_153_460_45,122960.14,132350.5,33923.61073766175,3756.0,142784.0,704.55,765.0,182.48355405350918,52.0,765.0,1364.051766188259,1557.3587415963957,463.8776756016497,0.92256382472774,1634.6465402151296
gen_1493_153_460_46,124975.75,132693.0,30923.387344653882,3318.0,144590.0,715.82,765.0,168.0630465033881,46.0,765.0,1406.8350893685936,1559.5868007467575,427.3967560377056,0.7899010954279185,1630.2414590346611
gen_1493_153_460_47,120699.93,131095.5,34807.031711208874,4483.0,142907.0,702.86,765.0,186.70061703165308,55.0,765.0,1398.9890651166904,1564.9913444460967,478.5246362948154,0.911820657459206,1646.241179326912
gen_1493_153_460_48,126805.84,131400.0,23220.407335238542,3440.0,145270.0,729.98,765.0,122.88962364658781,53.0,765.0,1401.5853105357073,1566.9570395545643,412.34922907840087,1.0814911813257848,1634.6666446998688
gen_1493_153_460_49,123705.75,131330.0,29734.551341284772,1963.0,142816.0,716.72,765.0,163.1024880251678,28.0,765.0,1405.1251658127096,1569.4072245922607,430.7392112625781,0.45858828490060927,1647.392276635325
gen_1493_153_460_50,127385.26,132080.5,22570.079957155667,2916.0,143147.0,733.27,765.0,118.9823394458186,47.0,765.0,1425.6642400909668,1563.1510842172459,395.96146410950917,0.9670013606538104,1645.3247655688256
gen_1493_153_460_51,124560.98,130511.5,25695.5316201008,4609.0,146306.0,726.01,765.0,136.1628065956339,62.0,765.0,1425.2429443355538,1574.9057473124558,420.49379627079605,1.1082754087339763,1639.3982944812162
gen_1493_153_460_52,125812.56,131743.5,24601.8131528227,6098.0,141778.0,729.02,765.0,126.7914019166915,75.0,765.0,1419.8780834415581,1567.4977917875376,403.8082919915692,1.411752973846109,1637.49533239808
gen_1493_153_460_53,125296.75,131662.0,25219.514841636028,5103.0,141888.0,726.01,765.0,128.60454851987157,63.0,765.0,1407.266640733496,1566.8329424416493,434.3228449071961,1.1039116423964916,1646.6794087452274
gen_1493_153_460_54,130413.83,131463.0,13543.322450606425,6772.0,144039.0,749.77,765.0,71.82448816385674,86.0,765.0,1468.7609599995212,1570.3989045737949,306.66448859298293,1.7896174217245668,1655.4622787095718
gen_1493_153_460_55,127265.14,130820.5,20627.28547192771,4731.0,145626.0,738.46,765.0,107.61472204117798,65.0,765.0,1450.2822896377206,1571.2946971966403,360.03207866182913,1.2775836705655157,1638.0075367279915
gen_1493_153_460_56,126268.7,131277.0,24530.017471457293,3128.0,143816.0,730.62,765.0,129.92796311802937,44.0,765.0,1437.0308016476463,1568.2017774338847,393.1034941724664,0.7794054480694411,1660.5735285855396
gen_1493_153_460_57,125296.27,131405.5,23901.509719620222,4667.0,145190.0,726.13,765.0,119.71379661509363,59.0,765.0,1393.4848968311428,1568.0152624515304,449.10949125587456,1.0318090078508475,1645.5298002084387
gen_1493_153_460_58,124844.15,131611.5,27256.596026420837,5407.0,143354.0,724.27,765.0,144.04942589264283,64.0,765.0,1433.0772516848465,1569.858321277826,422.632714181586,1.060857292027016,1649.9221669673664
gen_1493_153_460_59,128674.14,131505.5,17700.505167943655,2319.0,140480.0,746.01,765.0,94.83200883667921,34.0,765.0,1487.76181872417,1571.7021633599854,307.60000594442596,0.5917651969385488,1653.9054391298507
gen_1493_153_460_60,128556.89,130983.0,18601.253185683483,4550.0,144546.0,744.61,765.0,101.04107036250161,63.0,765.0,1484.1664499380277,1575.9618215428904,316.23952082917754,1.2322684404680637,1675.4733907884267
gen_1493_153_460_61,129343.54,130660.0,14833.98036092808,3626.0,143808.0,750.36,765.0,78.83305398118229,46.0,765.0,1497.4625292799692,1577.541002988572,284.9571594014617,0.745908078433929,1660.8616064134073
gen_1493_153_460_62,128128.27,130776.0,17905.768089559857,18701.0,142266.0,749.19,765.0,88.75648652352122,190.0,765.0,1527.1902465383828,1580.4773349959987,272.1076835218111,6.142086776786514,1648.1404089968196
gen_1493_153_460_63,129613.02,131550.5,14715.445527730377,4980.0,142384.0,750.3,765.0,77.70154438619608,65.0,765.0,1494.8715969380778,1573.0867706638433,288.8472867852375,1.2163418330990088,1628.741196672152
gen_1493_153_460_64,127394.52,130850.5,22413.92130818702,3198.0,143172.0,737.26,765.0,122.90066069797996,44.0,765.0,1466.5143762191487,1569.4042506830024,352.6947185817948,0.762828758959386,1649.0064906501486
gen_1493_153_460_65,128702.57,131688.0,18175.382388414833,4650.0,144416.0,747.97,765.0,99.23874797678576,57.0,765.0,1513.1986813936862,1574.4024740169416,267.3183991567743,0.955858585605705,1661.9449920752693
gen_1493_153_460_66,126411.26,129963.0,20438.523528679852,4088.0,142174.0,740.33,765.0,110.46782834834765,52.0,765.0,1483.1951790382,1579.1249912377625,345.4886499001935,0.8765172987111293,1658.4981738518952
gen_1493_153_460_67,128303.21,131437.0,17101.507118552443,4445.0,145008.0,746.04,765.0,88.53393925495466,57.0,765.0,1485.0666664012303,1573.5944051150163,326.08670906043557,0.9982703848632335,1688.3319303458527
gen_1493_153_460_68,124547.16,131060.0,26410.413477157075,3325.0,140550.0,724.55,765.0,143.87809944532907,47.0,765.0,1423.9172103590113,1569.5326794913503,422.2899379757782,0.8514658262993371,1646.8849489811334
